initial_payment,car,price,months_term,miles_per_annum
£846.00 ex VAT,Fiat 500 Hatchback 1.2 Pop 3dr [2018],£94.00,48,"5,000"
£874.08 ex VAT,Volkswagen Up Hatchback 1.0 Move Up 5dr [Start Stop] [2018],£97.12,48,"5,000"
£899.91 ex VAT,Kia Picanto Hatchback 1.0 1 5dr [2018],£99.99,48,"5,000"
£899.91 ex VAT,Vauxhall Adam Hatchback 1.2i Energised 3dr [2018.5],£99.99,48,"5,000"
£899.91 ex VAT,Volkswagen Up Hatchback 1.0 Move Up 5dr [2018],£99.99,48,"5,000"
£926.91 ex VAT,Fiat 500 Hatchback 1.2 Lounge 3dr [2018],£102.99,48,"5,000"
£944.91 ex VAT,Kia Picanto Hatchback 1.0 2 5dr [2018],£104.99,48,"5,000"
£944.91 ex VAT,Toyota Aygo Hatchback 1.0 VVT-i X 3dr [2017],£104.99,48,"5,000"
£944.91 ex VAT,Toyota Aygo Hatchback 1.0 VVT-i X 5dr [2017],£104.99,48,"5,000"
£944.91 ex VAT,Citroen C1 Hatchback 1.2 PureTech Flair 5dr ,£104.99,48,"8,000"
£962.91 ex VAT,Suzuki Swift Hatchback 1.0 Boosterjet SZ-T 5dr [2017],£106.99,48,"5,000"
£962.91 ex VAT,Fiat 500 Hatchback 1.2 S 3dr [2016],£106.99,48,"8,000"
£989.91 ex VAT,Honda Jazz Hatchback 1.3 i-VTEC SE 5dr [2018],£109.99,24,"5,000"
£989.91 ex VAT,Fiat 500 Hatchback 1.2 S 3dr Dualogic [2018],£109.99,48,"5,000"
£989.91 ex VAT,Kia Picanto Hatchback 1.0 GT-line 5dr [2018],£109.99,48,"5,000"
£989.91 ex VAT,Peugeot 108 Hatchback 1.0 72 Access 3dr [2018.5],£109.99,48,"5,000"
£989.91 ex VAT,Peugeot 108 Hatchback 1.0 72 Active 3dr [2018.5],£109.99,48,"5,000"
£998.91 ex VAT,Fiat 500 Hatchback 1.2 Lounge 3dr Dualogic [2018],£110.99,48,"5,000"
£998.91 ex VAT,Smart Forfour Hatchback Hatchback 1.0 Pure 5dr [2018],£110.99,48,"5,000"
"£1,000.62 ex VAT",Mazda 2 Hatchback 1.5 75 SE-L+ 5dr [2018],£111.18,48,"5,000"
"£1,007.91 ex VAT",Vauxhall Astra Hatchback 1.6T 16V 200 Elite Nav 5dr [2018.5],£111.99,24,"5,000"
"£1,007.91 ex VAT",Fiat 500 Hatchback 1.2 Collezione 3dr [2018],£111.99,48,"8,000"
"£1,007.91 ex VAT",Kia Picanto Hatchback 1.25 2 5dr [2018],£111.99,48,"8,000"
"£1,013.76 ex VAT",Skoda Citigo Hatchback 1.0 MPI GreenTech SE 3dr [2018],£112.64,48,"8,000"
"£1,027.89 ex VAT",Skoda Citigo Hatchback 1.0 MPI GreenTech SE 5dr [2018],£114.21,48,"8,000"
"£1,034.91 ex VAT",Toyota Aygo Hatchback 1.0 VVT-i X-Play 5dr [2017],£114.99,48,"5,000"
"£1,036.71 ex VAT",Skoda Citigo Hatchback 1.0 MPI GreenTech SE L 3dr [2018],£115.19,48,"8,000"
"£1,043.91 ex VAT",Hyundai I10 Hatchback 1.0 S 5dr [2017],£115.99,48,"5,000"
"£1,043.91 ex VAT",Kia Picanto Hatchback 1.25 2 5dr Auto [2018],£115.99,48,"5,000"
"£1,043.91 ex VAT",Citroen C3 Hatchback 1.2 PureTech 82 Flair 5dr [2018],£115.99,48,"8,000"
"£1,046.34 ex VAT",Skoda Fabia Hatchback 1.0 MPI S 5dr [2018],£116.26,48,"8,000"
"£1,052.91 ex VAT",Kia Venga Hatchback 1.4 ISG 1 5dr [2015],£116.99,48,"5,000"
"£1,061.91 ex VAT",Hyundai I10 Hatchback 1.0 SE 5dr [2017],£117.99,48,"5,000"
"£1,070.91 ex VAT",Kia Picanto Hatchback 1.25 GT-line 5dr [2018],£118.99,48,"5,000"
"£1,079.91 ex VAT",Kia Rio Hatchback 1.25 1 5dr [2017],£119.99,48,"5,000"
"£1,079.91 ex VAT",Vauxhall Corsa Hatchback 1.4 SRi Nav 3dr [2018.75],£119.99,48,"8,000"
"£1,079.91 ex VAT",Smart Fortwo Coupe City 1.0 Passion 2dr [2018],£119.99,48,"10,000"
"£1,087.11 ex VAT",Skoda Citigo Hatchback 1.0 MPI GreenTech SE L 5dr [2018],£120.79,48,"8,000"
"£1,088.91 ex VAT",Toyota Aygo Hatchback 1.0 VVT-i X-Play 5dr x-shift [2017],£120.99,48,"5,000"
"£1,088.91 ex VAT",Volkswagen Up Hatchback 1.0 Up Beats 5dr [2018],£120.99,48,"5,000"
"£1,097.91 ex VAT",Kia Soul Hatchback 1.6 GDi 1 5dr [2017],£121.99,48,"5,000"
"£1,097.91 ex VAT",Smart Fortwo Coupe City 1.0 Prime 2dr [2018],£121.99,48,"5,000"
"£1,097.91 ex VAT",Citroen C4 Cactus Hatchback 1.2 PureTech [82] Feel Edition 5dr [2018],£121.99,48,"8,000"
"£1,106.91 ex VAT",Kia Venga Hatchback 1.4 ISG 1 Air 5dr [2015],£122.99,48,"5,000"
"£1,115.91 ex VAT",Fiat Panda Hatchback 1.2 Lounge 5dr [2018],£123.99,48,"5,000"
"£1,115.91 ex VAT",Hyundai I10 Hatchback 1.2 SE 5dr [2017],£123.99,48,"5,000"
"£1,116.36 ex VAT",Skoda Octavia Hatchback 1.0 TSI SE Technology 5dr [2018],£124.04,24,"8,000"
"£1,124.91 ex VAT",Fiat 500 Convertible 1.2 Pop 2dr [2018],£124.99,48,"5,000"
"£1,124.91 ex VAT",Toyota Aygo Hatchback 1.0 VVT-i X-Press 5dr [2017],£124.99,48,"5,000"
"£1,124.91 ex VAT",Vauxhall Corsa Hatchback 1.4 [75] SRi Nav 5dr [2018.75],£124.99,48,"8,000"
"£1,139.40 ex VAT",Vauxhall Mokka X Hatchback 1.4T ecoTEC Design Nav 5dr [2018.5],£126.60,36,"5,000"
"£1,141.56 ex VAT",Skoda Fabia Estate 1.0 MPI S 5dr [2017],£126.84,48,"8,000"
"£1,142.91 ex VAT",Hyundai I10 Hatchback 1.0 Premium 5dr [2017],£126.99,48,"5,000"
"£1,142.91 ex VAT",Kia Picanto Hatchback 1.25 3 5dr Auto [2018],£126.99,48,"5,000"
"£1,142.91 ex VAT",Vauxhall Corsa Hatchback 1.4 SRi Nav 5dr [2018.75],£126.99,48,"8,000"
"£1,151.91 ex VAT",Volkswagen Polo Hatchback 1.0 75 SE 5dr [2018.5],£127.99,36,"5,000"
"£1,160.91 ex VAT",Ford Fiesta Hatchback 1.0 EcoBoost Zetec Navigation 5dr [2018.75],£128.99,48,"5,000"
"£1,160.91 ex VAT",Honda Jazz Hatchback 1.3 i-VTEC SE 5dr CVT [2018],£128.99,48,"5,000"
"£1,163.97 ex VAT",Skoda Citigo Hatchback 1.0 MPI Colour Edition 3dr [2018],£129.33,48,"8,000"
"£1,169.91 ex VAT",Seat Ibiza Hatchback 1.0 SE 5dr [2018],£129.99,48,"5,000"
"£1,169.91 ex VAT",Fiat 500 Convertible 1.2 Pop Star 2dr [2018],£129.99,48,"5,000"
"£1,169.91 ex VAT",Citroen C3 Aircross Hatchback 1.2 PureTech Feel 5dr [2017],£129.99,48,"8,000"
"£1,169.91 ex VAT",Smart Fortwo Coupe City 1.0 Passion 2dr Auto [2018],£129.99,48,"10,000"
"£1,178.91 ex VAT",Kia Picanto Hatchback 1.25 GT-line S 5dr [2018],£130.99,48,"5,000"
"£1,178.91 ex VAT",Toyota Aygo Hatchback 1.0 VVT-i X-Press 5dr x-shift [2017],£130.99,48,"5,000"
"£1,178.91 ex VAT",Toyota Yaris Hatchback 1.0 VVT-i Active 5dr [2018.5],£130.99,48,"5,000"
"£1,184.49 ex VAT",Mazda 2 Hatchback 1.5 115 GT Sport Nav+ 5dr [2018],£131.61,48,"5,000"
"£1,186.11 ex VAT",Skoda Octavia Hatchback 1.0 TSI SE Technology 5dr DSG [2018],£131.79,24,"8,000"
"£1,187.91 ex VAT",Nissan Juke Hatchback 1.2 DiG-T Bose Personal Edition 5dr [2018],£131.99,48,"5,000"
"£1,189.08 ex VAT",Skoda Citigo Hatchback 1.0 MPI Colour Edition 5dr [2018],£132.12,48,"8,000"
"£1,196.91 ex VAT",Kia Stonic Estate 1.4 MPi 2 5dr [2018],£132.99,48,"5,000"
"£1,196.91 ex VAT",Seat Ibiza Hatchback 1.0 SE Technology 5dr [2018],£132.99,48,"5,000"
"£1,196.91 ex VAT",Smart Fortwo Cabrio Convertible 1.0 Passion 2dr [2018],£132.99,48,"5,000"
"£1,205.91 ex VAT",Hyundai I10 Hatchback 1.2 Premium 5dr [2017],£133.99,48,"5,000"
"£1,214.91 ex VAT",Renault Captur Hatchback 0.9 TCE 90 Iconic 5dr [2018],£134.99,36,"8,000"
"£1,222.74 ex VAT",Skoda Citigo Hatchback 1.0 MPI Monte Carlo 3dr [2018],£135.86,48,"8,000"
"£1,223.91 ex VAT",Fiat 500 Convertible 1.2 Lounge 2dr [2018],£135.99,48,"5,000"
"£1,223.91 ex VAT",Hyundai I10 Hatchback 1.2 Premium 5dr Auto [2017],£135.99,48,"5,000"
"£1,223.91 ex VAT",Smart Fortwo Cabrio Convertible 1.0 Prime 2dr [2018],£135.99,48,"5,000"
"£1,232.91 ex VAT",Fiat 500l Hatchback 1.4 Pop Star 5dr [2018],£136.99,48,"5,000"
"£1,232.91 ex VAT",Smart Forfour Hatchback Hatchback 1.0 Passion 5dr Auto [2018],£136.99,48,"5,000"
"£1,232.91 ex VAT",Vauxhall Grandland X Hatchback 1.2T SE 5dr [2018.5],£136.99,48,"5,000"
"£1,239.30 ex VAT",Volkswagen Polo Hatchback 1.0 TSI 95 SE 5dr DSG [2018.5],£137.70,36,"5,000"
"£1,244.70 ex VAT",Skoda Octavia Hatchback 1.5 TSI SE Technology 5dr [2018],£138.30,24,"8,000"
"£1,250.91 ex VAT",Ford Fiesta Hatchback 1.0 EcoBoost 140 ST-Line Navigation 3dr [2018.75],£138.99,48,"5,000"
"£1,259.91 ex VAT",Vauxhall Astra Hatchback 1.6 CDTi 16V 136 Elite Nav 5dr [2018.5],£139.99,48,"5,000"
£846.00 ex VAT,Fiat 500 Hatchback 1.2 Pop 3dr [2018],£94.00,48,"5,000"
"£1,268.91 ex VAT",Mini Hatchback Hatchback 1.5 Cooper II 5dr [2018.75],£140.99,48,"5,000"
£874.08 ex VAT,Volkswagen Up Hatchback 1.0 Move Up 5dr [Start Stop] [2018],£97.12,48,"5,000"
"£1,277.91 ex VAT",Fiat 500l Hatchback 1.4 Mirror 5dr [2018],£141.99,48,"5,000"
£899.91 ex VAT,Kia Picanto Hatchback 1.0 1 5dr [2018],£99.99,48,"5,000"
"£1,277.91 ex VAT",Ford Fiesta Hatchback 1.0 EcoBoost 140 ST-Line Navigation 5dr [2018.75],£141.99,48,"5,000"
£899.91 ex VAT,Vauxhall Adam Hatchback 1.2i Energised 3dr [2018.5],£99.99,48,"5,000"
"£1,286.91 ex VAT",Kia Soul Hatchback 1.6 GDi 2 5dr [2017],£142.99,48,"5,000"
£899.91 ex VAT,Volkswagen Up Hatchback 1.0 Move Up 5dr [2018],£99.99,48,"5,000"
£926.91 ex VAT,Fiat 500 Hatchback 1.2 Lounge 3dr [2018],£102.99,48,"5,000"
£944.91 ex VAT,Kia Picanto Hatchback 1.0 2 5dr [2018],£104.99,48,"5,000"
£944.91 ex VAT,Toyota Aygo Hatchback 1.0 VVT-i X 3dr [2017],£104.99,48,"5,000"
£944.91 ex VAT,Toyota Aygo Hatchback 1.0 VVT-i X 5dr [2017],£104.99,48,"5,000"
£944.91 ex VAT,Citroen C1 Hatchback 1.2 PureTech Flair 5dr ,£104.99,48,"8,000"
£962.91 ex VAT,Suzuki Swift Hatchback 1.0 Boosterjet SZ-T 5dr [2017],£106.99,48,"5,000"
£962.91 ex VAT,Fiat 500 Hatchback 1.2 S 3dr [2016],£106.99,48,"8,000"
£989.91 ex VAT,Honda Jazz Hatchback 1.3 i-VTEC SE 5dr [2018],£109.99,24,"5,000"
£989.91 ex VAT,Fiat 500 Hatchback 1.2 S 3dr Dualogic [2018],£109.99,48,"5,000"
£989.91 ex VAT,Kia Picanto Hatchback 1.0 GT-line 5dr [2018],£109.99,48,"5,000"
£989.91 ex VAT,Peugeot 108 Hatchback 1.0 72 Access 3dr [2018.5],£109.99,48,"5,000"
£989.91 ex VAT,Peugeot 108 Hatchback 1.0 72 Active 3dr [2018.5],£109.99,48,"5,000"
£998.91 ex VAT,Fiat 500 Hatchback 1.2 Lounge 3dr Dualogic [2018],£110.99,48,"5,000"
£998.91 ex VAT,Smart Forfour Hatchback Hatchback 1.0 Pure 5dr [2018],£110.99,48,"5,000"
"£1,000.62 ex VAT",Mazda 2 Hatchback 1.5 75 SE-L+ 5dr [2018],£111.18,48,"5,000"
"£1,007.91 ex VAT",Vauxhall Astra Hatchback 1.6T 16V 200 Elite Nav 5dr [2018.5],£111.99,24,"5,000"
"£1,007.91 ex VAT",Fiat 500 Hatchback 1.2 Collezione 3dr [2018],£111.99,48,"8,000"
"£1,007.91 ex VAT",Kia Picanto Hatchback 1.25 2 5dr [2018],£111.99,48,"8,000"
"£1,013.76 ex VAT",Skoda Citigo Hatchback 1.0 MPI GreenTech SE 3dr [2018],£112.64,48,"8,000"
"£1,027.89 ex VAT",Skoda Citigo Hatchback 1.0 MPI GreenTech SE 5dr [2018],£114.21,48,"8,000"
"£1,034.91 ex VAT",Toyota Aygo Hatchback 1.0 VVT-i X-Play 5dr [2017],£114.99,48,"5,000"
"£1,036.71 ex VAT",Skoda Citigo Hatchback 1.0 MPI GreenTech SE L 3dr [2018],£115.19,48,"8,000"
"£1,043.91 ex VAT",Hyundai I10 Hatchback 1.0 S 5dr [2017],£115.99,48,"5,000"
"£1,043.91 ex VAT",Kia Picanto Hatchback 1.25 2 5dr Auto [2018],£115.99,48,"5,000"
"£1,043.91 ex VAT",Citroen C3 Hatchback 1.2 PureTech 82 Flair 5dr [2018],£115.99,48,"8,000"
"£1,286.91 ex VAT",Audi A1 Hatchback 1.0 TFSI SE 5dr [2018],£142.99,48,"5,000"
"£1,286.91 ex VAT",Kia Stonic Estate 1.0T GDi 2 5dr [2018],£142.99,48,"5,000"
"£1,286.91 ex VAT",Seat Arona Estate 1.0 TSI SE 5dr [2018],£142.99,48,"5,000"
"£1,286.91 ex VAT",Toyota Yaris Hatchback 1.0 VVT-i Icon 5dr [2018.5],£142.99,48,"5,000"
"£1,304.91 ex VAT",Vauxhall Mokka X Hatchback 1.4T ecoTEC Elite Nav 5dr [2018.5],£144.99,24,"8,000"
"£1,304.91 ex VAT",Fiat Panda Hatchback 1.2 City Cross 5dr [2018],£144.99,48,"5,000"
"£1,304.91 ex VAT",Hyundai I10 Hatchback 1.0 Go SE 5dr [2017],£144.99,48,"5,000"
"£1,304.91 ex VAT",Seat Ibiza Hatchback 1.0 TSI 115 FR 5dr [2018],£144.99,48,"5,000"
"£1,304.91 ex VAT",Smart Fortwo Cabrio Convertible 1.0 Passion 2dr Auto [2018],£144.99,48,"5,000"
"£1,304.91 ex VAT",Toyota Yaris Hatchback 1.0 VVT-i Icon Tech 5dr [2018.5],£144.99,48,"5,000"
"£1,306.62 ex VAT",Skoda Rapid Spaceback Hatchback 1.0 TSI 95 S 5dr [2018],£145.18,48,"8,000"
"£1,313.91 ex VAT",Vauxhall Mokka X Hatchback 1.4T Design Nav 5dr Auto [2018.5],£145.99,36,"5,000"
"£1,322.91 ex VAT",Seat Ibiza Hatchback 1.0 Xcellence 5dr [2018],£146.99,48,"5,000"
"£1,322.91 ex VAT",Seat Leon Hatchback 1.2 TSI SE Dynamic Technology 5dr [2018],£146.99,48,"5,000"
"£1,331.46 ex VAT",Skoda Octavia Hatchback 1.5 TSI SE L 5dr [2018],£147.94,36,"5,000"
"£1,340.91 ex VAT",Vauxhall Grandland X Hatchback 1.2T SE 5dr Auto [2018.5],£148.99,48,"5,000"
"£1,340.91 ex VAT",Volvo V40 Hatchback T2 [122] Momentum 5dr [2019],£148.99,48,"5,000"
"£1,349.91 ex VAT",Ford Focus Hatchback 1.0 EcoBoost 140 ST-Line Navigation 5dr [2017.5],£149.99,24,"8,000"
"£1,349.91 ex VAT",Ford Focus Hatchback 1.0 EcoBoost 125 Titanium Navigation 5dr [2017.5],£149.99,48,"5,000"
"£1,349.91 ex VAT",Seat Arona Estate 1.0 TSI SE Technology 5dr [2018],£149.99,48,"5,000"
"£1,358.91 ex VAT",Toyota Yaris Hatchback 1.5 Hybrid Icon 5dr CVT [2018.5],£150.99,48,"5,000"
"£1,367.91 ex VAT",Kia Soul Hatchback 1.6 CRDi 2 5dr [2017],£151.99,48,"5,000"
"£1,367.91 ex VAT",Seat Leon Hatchback 1.4 TSI 125 FR Technology 5dr [2018],£151.99,48,"5,000"
"£1,376.91 ex VAT",Mini Hatchback Hatchback 1.5 Cooper II 3dr [Chili Pack] [2018.75],£152.99,48,"5,000"
"£1,381.86 ex VAT",Skoda Fabia Hatchback 1.4 TDI 75 S 5dr [2018],£153.54,48,"8,000"
"£1,385.91 ex VAT",Honda Civic Hatchback 1.0 VTEC Turbo SR 5dr [2017],£153.99,48,"5,000"
"£1,385.91 ex VAT",Toyota Yaris Hatchback 1.5 Hybrid Icon Tech 5dr CVT [2018.5],£153.99,48,"5,000"
"£1,388.25 ex VAT",Skoda Rapid Spaceback Hatchback 1.0 TSI 110 SE Tech 5dr [2018],£154.25,48,"8,000"
"£1,397.43 ex VAT",Skoda Karoq Estate 1.6 TDI SE Technology 5dr [2018],£155.27,24,"8,000"
"£1,398.60 ex VAT",Mazda 3 Hatchback 2.0 165 Sport Nav 5dr [2017],£155.40,48,"5,000"
"£1,403.91 ex VAT",Ford Focus Hatchback 1.0 EcoBoost Titanium Navigation 5dr [2017.5],£155.99,48,"5,000"
"£1,412.91 ex VAT",Audi A1 Hatchback 1.0 TFSI SE 3dr S Tronic [2018],£156.99,48,"5,000"
"£1,412.91 ex VAT",Audi A1 Hatchback 1.6 TDI SE 3dr [2018],£156.99,48,"5,000"
"£1,412.91 ex VAT",Fiat 500l Hatchback 1.4 T-Jet 120 Mirror 5dr [2018],£156.99,48,"5,000"
"£1,412.91 ex VAT",Kia Venga Hatchback 1.4 CRDi 2 5dr [2015],£156.99,48,"5,000"
"£1,421.91 ex VAT",Fiat 500l Hatchback 1.4 T-Jet 120 Pop Star 5dr [2018],£157.99,48,"5,000"
"£1,421.91 ex VAT",Kia Sportage Suv 1.6 GDi ISG 1 5dr [2019],£157.99,48,"5,000"
"£1,421.91 ex VAT",Kia Venga Hatchback 1.6 3 5dr Auto [6] [2015],£157.99,48,"5,000"
"£1,421.91 ex VAT",Mitsubishi Eclipse Cross Hatchback 1.5 2 5dr [2018],£157.99,48,"5,000"
"£1,421.91 ex VAT",Nissan Qashqai Hatchback 1.2 DiG-T N-Connecta [Glass Roof Pack] 5dr [2017],£157.99,48,"5,000"
"£1,421.91 ex VAT",Volkswagen Up Hatchback 1.0 115PS Up GTI 3dr [2018],£157.99,48,"5,000"
"£1,428.39 ex VAT",Skoda Karoq Estate 1.6 TDI SE Technology 5dr DSG [2018],£158.71,24,"8,000"
"£1,430.91 ex VAT",Honda Civic Hatchback 1.6 i-DTEC SR 5dr [2018],£158.99,48,"5,000"
"£1,430.91 ex VAT",Mini Hatchback Hatchback 1.5 Cooper II 5dr [Chili Pack] [2018.75],£158.99,48,"5,000"
"£1,431.09 ex VAT",Skoda Rapid Spaceback Hatchback 1.0 TSI 95 SE Sport 5dr [2018],£159.01,48,"8,000"
"£1,431.09 ex VAT",Skoda Rapid Spaceback Hatchback 1.0 TSI 95 SE Sport 5dr DSG [2018],£159.01,48,"8,000"
"£1,431.09 ex VAT",Skoda Rapid Spaceback Hatchback 1.0 TSI 95 SE Tech 5dr [2018],£159.01,48,"8,000"
"£1,434.96 ex VAT",Skoda Rapid Spaceback Hatchback 1.0 TSI 95 SE Tech 5dr DSG [2018],£159.44,48,"8,000"
"£1,439.37 ex VAT",Skoda Octavia Hatchback 1.5 TSI SE L 5dr DSG [2018],£159.93,36,"5,000"
"£1,439.91 ex VAT",Audi A1 Hatchback 1.6 TDI SE 5dr [2018],£159.99,48,"5,000"
"£1,439.91 ex VAT",Nissan Qashqai Hatchback 1.2 DiG-T N-Connecta 5dr [2017],£159.99,48,"5,000"
"£1,439.91 ex VAT",Vauxhall Mokka X Hatchback 1.4T Elite Nav 5dr 4WD [2018.5],£159.99,48,"5,000"
"£1,439.91 ex VAT",Volkswagen Up Hatchback 1.0 115PS Up GTI 5dr [2018],£159.99,48,"5,000"
"£1,439.91 ex VAT",Volvo V40 Hatchback T2 [122] R DESIGN 5dr [2019],£159.99,48,"5,000"
"£1,448.91 ex VAT",Nissan Qashqai Hatchback 1.2 DiG-T Acenta [Smart Vision Pack] 5dr [2017],£160.99,36,"5,000"
"£1,448.91 ex VAT",Peugeot 308 Hatchback 1.2 PureTech 130 Active 5dr [2018],£160.99,48,"5,000"
"£1,448.91 ex VAT",Seat Arona Estate 1.0 TSI 115 SE 5dr DSG [2018],£160.99,48,"5,000"
"£1,457.91 ex VAT",Fiat 500 Convertible 1.2 Collezione 2dr [2018],£161.99,36,"10,000"
"£1,457.91 ex VAT",Audi A1 Hatchback 1.0 TFSI Sport Nav 3dr [2018],£161.99,48,"5,000"
"£1,461.24 ex VAT",Skoda Octavia Hatchback 1.6 TDI SE Technology 5dr [2018],£162.36,48,"8,000"
"£1,461.24 ex VAT",Skoda Octavia Estate 1.6 TDI SE Technology 5dr [2018],£162.36,48,"8,000"
"£1,466.91 ex VAT",Kia Sportage Suv 1.6 GDi ISG 2 5dr [2019],£162.99,48,"5,000"
"£1,475.91 ex VAT",Volkswagen Golf Hatchback 1.5 TSI EVO SE [Nav] 5dr [2018],£163.99,24,"5,000"
"£1,475.91 ex VAT",Honda Hr-v Hatchback 1.5 i-VTEC SE 5dr [2017],£163.99,48,"5,000"
